annotator_name,post_id,display_num,label,reason,time_spent_sec,timestamp,attribution_source,unsafe_categories
Ines,at://did:plc:vrsppvjc5fysqnm2zshiirey/app.bsky.feed.post/3mcml7ufzg32y,622,Safe,safe,20.8,2026-05-10T22:03:12.621Z,Text|Image,
Ines,at://did:plc:zwpb4n2x3iwf66wvxdzuuesy/app.bsky.feed.post/3ln47wyalbk2d,623,Unsafe,sexual figurative,18.2,2026-05-10T22:03:30.734Z,Image,S3
Ines,at://did:plc:qqxqxgdu5z3he2piqfbfaku4/app.bsky.feed.post/3lyugxutfl32h,624,Safe,safe,18.4,2026-05-10T22:03:49.835Z,Text|Image,
Ines,at://did:plc:6nbq4uuo2ozhvndybvgud2ud/app.bsky.feed.post/3m3lqn35a2c2y,625,Safe,safe,22.9,2026-05-10T22:04:12.207Z,Text|Image,
Ines,at://did:plc:27ubsohcxlwgsgc2s7f3dqm3/app.bsky.feed.post/3lqthuyxbdc2j,626,Safe,safe,14.3,2026-05-10T22:04:26.448Z,Text,
Ines,at://did:plc:5qix2m3ecbs74flay2kvh6la/app.bsky.feed.post/3m3nhgnllec2k,627,Unsafe,bloody killing,34,2026-05-10T22:05:01.692Z,Image,S7
Ines,at://did:plc:v2skwabneesvul6eqgj4uzwr/app.bsky.feed.post/3m57n5vh6oc2o,628,Safe,the mouth is bloody but doesnt reach threshold of graphic,40.5,2026-05-10T22:05:41.037Z,Text|Image,
Ines,at://did:plc:akkzm62zogz3r3y7hbdrdj52/app.bsky.feed.post/3m4w4iiaunh2q,629,Safe,empty,10.2,2026-05-10T22:05:53.154Z,Text,
Ines,at://did:plc:d24zczcokkw3xckx46udd4ft/app.bsky.feed.post/3ldvlo3hh7ia2,630,Safe,safe,18.1,2026-05-10T22:06:09.630Z,Text,
Ines,at://did:plc:5v4w2l7h5d56wtvbxsra3jab/app.bsky.feed.post/3lwerfzbilc2x,631,Safe,safe,20,2026-05-10T22:06:29.352Z,Text|Image,
Ines,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lr6soy6voy2j,632,Safe,safe,15.6,2026-05-10T22:06:44.985Z,Text|Image,
Ines,at://did:plc:jdahijw3r2pmlhk5jvnsee24/app.bsky.feed.post/3lsf733g2as2c,633,Safe,safe,13.3,2026-05-10T22:06:57.923Z,Text,
Ines,at://did:plc:njhdk26zdoxrd6dztngazea7/app.bsky.feed.post/3lorfef7ggk2m,634,Unsafe,wish of harm towards someone,53.6,2026-05-10T22:07:52.997Z,Text,S9
Ines,at://did:plc:ztvrlm34o6kjmzxf7wwe2okr/app.bsky.feed.post/3lnzol2y56k27,635,Safe,safe,26.6,2026-05-10T22:08:18.455Z,Text,
Ines,at://did:plc:rxdzksxv6k7iarhsavrf64jc/app.bsky.feed.post/3manyjb6k422p,636,Unsafe,sexual nudity,17.4,2026-05-10T22:08:36.228Z,Image,S2
Ines,at://did:plc:zfxpioetore3ppssfugjrrsg/app.bsky.feed.post/3lz7alhlvus2a,637,Unsafe,promoting  violence,48.1,2026-05-10T22:09:29.266Z,Text,S9
Ines,at://did:plc:oxo226vi7t2btjokm2buusoy/app.bsky.feed.post/3lcfxspbiwf2v,638,Safe,safe,21.1,2026-05-10T22:09:45.568Z,Text|Video|Audio,
Ines,at://did:plc:wn2cvtaxcey3obvep2oullef/app.bsky.feed.post/3lhuhckztsk2p,639,Safe,alone its just an opinion,38,2026-05-10T22:10:22.579Z,Text,
Ines,at://did:plc:ipfbzxa5ka6n46o4ni6iq2ic/app.bsky.feed.post/3lywwxmphbk2d,640,Unsafe,porn,23.4,2026-05-10T22:10:46.348Z,Video|Audio,S1
Ines,at://did:plc:ujksdgkrccmns5sbd3y3uh5w/app.bsky.feed.post/3mb5y5z5ggk2b,641,Safe,safe,20.2,2026-05-10T22:11:06.605Z,Text,
Ines,at://did:plc:6a5tkgnxkpfv6gisy7ufq27s/app.bsky.feed.post/3lv5y3owycs2b,642,Unsafe,sexual pose,17.1,2026-05-10T22:11:23.737Z,Image,S2
Ines,at://did:plc:sj46s4ufqfmqeq34ewaam6n4/app.bsky.feed.post/3krgxje4fwr2n,643,Safe,safe,17.4,2026-05-10T22:11:40.590Z,Text|Image,
Ines,at://did:plc:4aa2mtfyjewhfg7uinr7hti4/app.bsky.feed.post/3kstpn4lm532n,644,Safe,safe,23.9,2026-05-10T22:12:04.426Z,Text,
Ines,at://did:plc:j4j6u2cwu3a7m6utp2o54rke/app.bsky.feed.post/3lzvqchdnt223,645,Safe,safe,31.2,2026-05-10T22:12:35.727Z,Text,
Ines,at://did:plc:i76ogla652xy6scmy5ticha4/app.bsky.feed.post/3lpbt6c4was2n,646,Safe,safe,31.5,2026-05-10T22:13:07.621Z,Text,
Ines,at://did:plc:muff2udkh3ww66icvje7yyzk/app.bsky.feed.post/3lqrzl5lbus2s,647,Unsafe,self cutting,26.6,2026-05-10T22:13:34.667Z,Image,S4
Ines,at://did:plc:vrsppvjc5fysqnm2zshiirey/app.bsky.feed.post/3lpbii7ivgm2e,648,Safe,safe,16.4,2026-05-10T22:13:50.943Z,Text|Image,
Ines,at://did:plc:vzbmqm4et3mzwoyzj7oyol4t/app.bsky.feed.post/3lnr7gxl6v22h,649,Safe,safe,8.8,2026-05-10T22:14:00.121Z,Text,
Ines,at://did:plc:2tuwtqsurelmqykpd3qxgz46/app.bsky.feed.post/3lwjrvsooq22r,650,Safe,safe,22.7,2026-05-10T22:14:22.230Z,Text|Image,
Ines,at://did:plc:5u54z2qgkq43dh2nzwzdbbhb/app.bsky.feed.post/3lb4ohier652w,651,Safe,safe,45.6,2026-05-10T22:15:08.671Z,Text|Image,
Ines,at://did:plc:nyelmioju2l7u5tdtkbfod7z/app.bsky.feed.post/3mavcp52dac2o,652,Safe,just a joke meme,16.7,2026-05-10T22:15:56.757Z,Text|Image,
Ines,at://did:plc:xqqgxgl6qzgwnwq2o6hpo6s6/app.bsky.feed.post/3luphu535ut2k,653,Safe,safe,26.8,2026-05-10T22:16:23.293Z,Text,
Ines,at://did:plc:univ47kzorwxjih3lqzrnwmv/app.bsky.feed.post/3lpkcx6tbc22o,654,Safe,safe,11,2026-05-10T22:16:34.234Z,Text|Image,
Ines,at://did:plc:k6n2cdl5ojfrqtqllwu5c24x/app.bsky.feed.post/3m25gfrvfgs2u,655,Safe,safe,19.4,2026-05-10T22:16:53.969Z,Text,
Ines,at://did:plc:5tic4tgnpoxxbgrheugdinin/app.bsky.feed.post/3mat5w4iftc2s,656,Safe,safe,11.1,2026-05-10T22:17:04.517Z,Text|Image,
Ines,at://did:plc:ibnednmyjva3upfqqa6ddhp5/app.bsky.feed.post/3lthouzroek2x,657,Unsafe,wishing harm on a specific group,36.8,2026-05-10T22:17:41.539Z,Text,"S6,S9"
Ines,at://did:plc:2nddvcj4gfgaqc6he35ffkhf/app.bsky.feed.post/3ls5wsf4xjk2w,658,Unsafe,promoting harm,43.2,2026-05-10T22:18:24.977Z,Text,S9
Ines,at://did:plc:4qv3qyxax63jk2z4lnkcqcti/app.bsky.feed.post/3lnwdiga65c2x,659,Safe,safe,34.5,2026-05-10T22:18:59.157Z,Text|Image,
Ines,at://did:plc:dzezcmpb3fhcpns4n4xm4ur5/app.bsky.feed.post/3ln4ls5mgks2p,660,Safe,safe,40.1,2026-05-10T22:19:40.182Z,Text|Image,
Ines,at://did:plc:2lofqead276vtc5647ye7sl2/app.bsky.feed.post/3lccsoj746c2x,661,Safe,not graphic,21.9,2026-05-10T22:20:01.470Z,Text|Image,
Ines,at://did:plc:jq3lokoboccffs4fnxfsybo7/app.bsky.feed.post/3lrwbhedpkc27,662,Safe,opinion,31.4,2026-05-10T22:20:32.675Z,Text,
Ines,at://did:plc:eiyryfczicuhk7xrjppyqjxv/app.bsky.feed.post/3ku73mlj54c2j,663,Safe,safe,12.5,2026-05-10T22:20:45.445Z,Text|Image,
Ines,at://did:plc:l664phxvt6vexdxlycpmtwhk/app.bsky.feed.post/3lp6b4h7pjv2o,664,Safe,safe,30.4,2026-05-10T22:21:15.532Z,Text|Image,
Ines,at://did:plc:4akv5uldsrrub75jrf465zj2/app.bsky.feed.post/3lx64mfz3os2x,665,Unsafe,nudity,23.8,2026-05-10T22:21:39.673Z,Video,S5
Ines,at://did:plc:suw3jatwwggxcw5pqsxn2lpv/app.bsky.feed.post/3lky2hxxoq22l,666,Unsafe,wishing harm,21.6,2026-05-10T22:22:00.795Z,Text,S9
Ines,at://did:plc:qfrulqykrkstuzwsrzh3ncn6/app.bsky.feed.post/3mayrsvadzk2u,667,Unsafe,nudity,13.4,2026-05-10T22:22:14.142Z,Image,S5
Ines,at://did:plc:oxo226vi7t2btjokm2buusoy/app.bsky.feed.post/3liwm5oghvs27,668,Safe,safe,29,2026-05-10T22:22:43.394Z,Text|Image,
Ines,at://did:plc:vqgovau5gkirnk3ss5qwjdmz/app.bsky.feed.post/3m4xs762sfo2h,669,Safe,safe,16.3,2026-05-10T22:22:59.814Z,Text|Image,
Ines,at://did:plc:univ47kzorwxjih3lqzrnwmv/app.bsky.feed.post/3mhxmgfprem2m,670,Safe,safe,27,2026-05-10T22:23:26.857Z,Text|Video|Audio,
Ines,at://did:plc:drdkuiw4po3zqrzxy6xb2vlk/app.bsky.feed.post/3lrurywcq5c2l,671,Unsafe,injured children,25,2026-05-10T22:23:51.430Z,Image,S7
Ines,at://did:plc:wqax7wirooymmqu7c2sjxcpa/app.bsky.feed.post/3m5lpojrk7s2p,672,Safe,safe,21.8,2026-05-10T22:24:13.577Z,Text|Image,
Ines,at://did:plc:sj46s4ufqfmqeq34ewaam6n4/app.bsky.feed.post/3kz33ghzmwc2p,673,Safe,safe,11.3,2026-05-10T22:24:24.644Z,Text|Image,
Ines,at://did:plc:m7kka6b5rtsndq7mrafpqp5b/app.bsky.feed.post/3lmo3r7kvec2r,674,Safe,not directed at a specific person,31.3,2026-05-10T22:24:55.960Z,Text|Image,
Ines,at://did:plc:6xofcnvvojjnmggqx43zghwh/app.bsky.feed.post/3lrddbljodw2w,675,Safe,safe,25.1,2026-05-10T22:25:21.070Z,Text|Image,
Ines,at://did:plc:cxdfncwikhwwzmcmxzddymxf/app.bsky.feed.post/3madruahzwk2t,676,Safe,safe,11.5,2026-05-10T22:25:32.572Z,Text|Image,
Ines,at://did:plc:5rxeadpvjmotj6mfppefgszr/app.bsky.feed.post/3logqhi4gos2l,677,Unsafe,retarded,26.1,2026-05-10T22:25:59.362Z,Text,S8
Ines,at://did:plc:rxkgerj2yzf36gc7dcldk5sw/app.bsky.feed.post/3lxndkew34h23,678,Unsafe,fight  bloody face,29.6,2026-05-10T22:26:29.036Z,Image,S7
Ines,at://did:plc:univ47kzorwxjih3lqzrnwmv/app.bsky.feed.post/3lpvl6dvzms2y,679,Safe,safe,9,2026-05-10T22:26:37.389Z,Text|Image,
Ines,at://did:plc:3s7stdes3r473yf22zsmvfj2/app.bsky.feed.post/3lwhg4fu6ls2p,680,Safe,safe,17.3,2026-05-10T22:26:54.705Z,Image,
Ines,at://did:plc:mglj6uwj2z3qdqecanwatqal/app.bsky.feed.post/3lud6omzajc2p,681,Safe,safe,19,2026-05-10T22:27:13.898Z,Text,
Ines,at://did:plc:kicg7fmnuritwafv5uwidoai/app.bsky.feed.post/3m3lvgkfrqk22,682,Unsafe,self cutting,25.6,2026-05-10T22:27:39.314Z,Text|Image,S4
Ines,at://did:plc:z3uh6dme22hydm4loftjktaj/app.bsky.feed.post/3lqlriwgty22s,683,Safe,safe,55.2,2026-05-10T22:28:34.380Z,Text,
Ines,at://did:plc:g4mchzmtwdx7r6uvslmkcbio/app.bsky.feed.post/3lrpom5qsac2t,684,Safe,safe,13.7,2026-05-10T22:28:48.039Z,Text|Image,
Ines,at://did:plc:jscgearcaaawebvf43rxzxqa/app.bsky.feed.post/3lw6pc7qi722u,685,Safe,safe,18.7,2026-05-10T22:29:07.034Z,Text,
Ines,at://did:plc:yplcphpby3u7hal6vrymskkf/app.bsky.feed.post/3ltrby7siz22w,686,Safe,safe,8.5,2026-05-10T22:29:15.328Z,Text|Image,
Ines,at://did:plc:25krubja5rt6uzuns5ihfsra/app.bsky.feed.post/3m7jbegoffs2z,687,Unsafe,nudity,16.6,2026-05-10T22:29:31.848Z,Image,S5
Ines,at://did:plc:t6tziaapm7uhyi7uzovyh7fq/app.bsky.feed.post/3lnwqkirk322f,688,Safe,safe,34.6,2026-05-10T22:30:07.873Z,Text,
Ines,at://did:plc:7hxsgqordukxdhbp4emvjw4k/app.bsky.feed.post/3ltpknehcsc26,689,Safe,safe,19.9,2026-05-10T22:30:30.119Z,Text|Video|Audio,
Ines,at://did:plc:oxo226vi7t2btjokm2buusoy/app.bsky.feed.post/3lzxkbagn7c2n,690,Safe,safe,16.8,2026-05-10T22:30:43.268Z,Text,
Ines,at://did:plc:u6ar2v2fhlnzqud45n5asrsm/app.bsky.feed.post/3lsap4cqpb22f,691,Unsafe,nudity,19.6,2026-05-10T22:31:02.694Z,Image,S5
Ines,at://did:plc:lr36xv2l64jwtnyoaqem6z2z/app.bsky.feed.post/3mkir5nixxc2z,692,Safe,safe,12.8,2026-05-10T22:31:15.878Z,Text|Image,
Ines,at://did:plc:6gawkalto4as32tr2vlwnaoe/app.bsky.feed.post/3m6cpxhrjzk2t,693,Safe,safe,8.3,2026-05-10T22:31:23.997Z,Text,
Ines,at://did:plc:6p7w4yfmcd4o2pzrhh6j3wgb/app.bsky.feed.post/3lu2tqgtglc2y,694,Safe,safe,12.6,2026-05-10T22:31:36.697Z,Text|Image,
Ines,at://did:plc:oxo226vi7t2btjokm2buusoy/app.bsky.feed.post/3lq7qxhua422d,695,Safe,safe,13.5,2026-05-10T22:31:50.501Z,Text|Image,
Ines,at://did:plc:vrsppvjc5fysqnm2zshiirey/app.bsky.feed.post/3lw4zalmq2525,696,Safe,safe,12.4,2026-05-10T22:32:02.604Z,Text|Image,
Ines,at://did:plc:ynztc2a5bsj7lwk4k3pji466/app.bsky.feed.post/3lxpzor3mfk2h,697,Safe,no context,12.4,2026-05-10T22:32:15.014Z,Text,
Ines,at://did:plc:f3hksnkwbt37rti44ona5gva/app.bsky.feed.post/3lx3nwiq3or2a,698,Safe,safe,12.8,2026-05-10T22:32:27.560Z,Text,
Ines,at://did:plc:b6q6ws2ltlojmry36b4qhgus/app.bsky.feed.post/3m4yhfzqr3c2y,699,Unsafe,nudity,15.2,2026-05-10T22:32:42.986Z,Image,S5
Ines,at://did:plc:dzezcmpb3fhcpns4n4xm4ur5/app.bsky.feed.post/3lnyjwyuu5s25,700,Safe,safe,10.4,2026-05-10T22:32:53.404Z,Text|Image,
Ines,at://did:plc:eu6urrd67yaoywvt6nzcl6ou/app.bsky.feed.post/3lj2vfuucic2e,701,Safe,safe,41.8,2026-05-10T22:33:35.062Z,Text,
Ines,at://did:plc:qthvjsmq4xj4clfynfgs2jxi/app.bsky.feed.post/3lu6zakksfk2d,702,Unsafe,not fully nude but sexually suggestive,32.5,2026-05-10T22:34:07.737Z,Image,"S5,S2"
Ines,at://did:plc:akkzm62zogz3r3y7hbdrdj52/app.bsky.feed.post/3m4zramwwj22t,703,Safe,empty,22.6,2026-05-10T22:34:30.101Z,Text,
Ines,at://did:plc:osvcs3y7wxg4m74yeo6wcrqg/app.bsky.feed.post/3lyhctcydwk2b,704,Safe,safe,14.5,2026-05-10T22:34:44.489Z,Text|Image,
Ines,at://did:plc:qktrpzsfp7g4qtubszu5kfqk/app.bsky.feed.post/3lu5kj3gm422q,705,Safe,safe,15.1,2026-05-10T22:36:13.115Z,Text,
Ines,at://did:plc:c7r6xa7bslmxclfotmpyur7w/app.bsky.feed.post/3lz4r5avnl22w,706,Unsafe,injured children,21.1,2026-05-10T22:36:34.285Z,Image,S7
Ines,at://did:plc:sj46s4ufqfmqeq34ewaam6n4/app.bsky.feed.post/3lmd4vigq272h,707,Safe,safe,18.3,2026-05-10T22:36:52.249Z,Text|Image,
Ines,at://did:plc:2mhdrhdgwtm6u2qvfyctympq/app.bsky.feed.post/3lm4mqrg6ns2w,708,Safe,safe,26.8,2026-05-10T22:37:18.676Z,Text,
Ines,at://did:plc:nds5dzdds2lklcncdhiovblu/app.bsky.feed.post/3lqksvbcc53r2,709,Safe,safe,71.4,2026-05-10T22:38:30.359Z,Text,
Ines,at://did:plc:k6v5rpha3ib6rzqextv4mb3l/app.bsky.feed.post/3luk5kumzh62x,710,Unsafe,sexually suggestive,41.1,2026-05-10T22:39:11.382Z,Image,S2
Ines,at://did:plc:ifeg5ydtvsxmtudqmi4tpuir/app.bsky.feed.post/3lyogowq7ws2j,711,Safe,safe,40.5,2026-05-10T22:39:51.714Z,Text,
Ines,at://did:plc:mgmem3ybxat7iy75p3b5qz4i/app.bsky.feed.post/3lybx3uzjwc2d,712,Unsafe,sexual figurative,22.8,2026-05-10T22:40:14.676Z,Image,S3
Ines,at://did:plc:a465onsgssveawbx7kuhydz2/app.bsky.feed.post/3logr4cbl4s2t,713,Safe,safe,17.7,2026-05-10T22:40:32.297Z,Text,
Ines,at://did:plc:qqxqxgdu5z3he2piqfbfaku4/app.bsky.feed.post/3m6dbtbqoyi2x,714,Safe,safe,9.7,2026-05-10T22:40:41.958Z,Text|Image,
Ines,at://did:plc:j4og3yciiy2r7thp25byeioe/app.bsky.feed.post/3lwjpds32ac2l,715,Safe,safe,93.5,2026-05-10T22:42:15.454Z,Text,
Ines,at://did:plc:vrsppvjc5fysqnm2zshiirey/app.bsky.feed.post/3mfcnpk2zjv2a,716,Safe,safe,8.1,2026-05-10T22:42:23.856Z,Text|Image,
Ines,at://did:plc:m5syvtvhhzxlay25jp7k7dol/app.bsky.feed.post/3m34ozve6pk27,717,Safe,safe,30.5,2026-05-10T22:42:54.090Z,Text,
Ines,at://did:plc:h2lntyv57xgd7vsuc335lawi/app.bsky.feed.post/3m2a3dkwzds22,718,Safe,safe,17.4,2026-05-10T22:43:11.370Z,Text|Image,
Ines,at://did:plc:ab6sj4onjx6xyxsjgx3nn6kr/app.bsky.feed.post/3m727mdv2q22q,719,Unsafe,sexual figurative,17.1,2026-05-10T22:43:28.470Z,Video,S3
Ines,at://did:plc:2lafeuyimmxzsfsvhy2j5vpw/app.bsky.feed.post/3m5mo47selc2r,720,Safe,safe,15.9,2026-05-10T22:43:44.771Z,Text|Image,
Ines,at://did:plc:l7njdksjrs3sikqzgg3wd4db/app.bsky.feed.post/3lzbpm3e67d2i,721,Safe,safe,90.1,2026-05-10T22:45:16.244Z,Text,
Ines,at://did:plc:vrsppvjc5fysqnm2zshiirey/app.bsky.feed.post/3mjwuvvytl325,722,Safe,safe,42.3,2026-05-10T22:45:56.892Z,Text|Image,
Ines,at://did:plc:awdylpx6lzhik2n552ozqb2m/app.bsky.feed.post/3maclabgdr22h,723,Safe,safe,44.5,2026-05-10T22:46:41.523Z,Text,
Ines,at://did:plc:nyxviptfyic2lvuorkr5yy3y/app.bsky.feed.post/3lr7sbvytbk2a,724,Safe,safe,24.7,2026-05-10T22:47:05.817Z,Text|Image,
Ines,at://did:plc:nlu4psqeoqzp2a37vkg4btxw/app.bsky.feed.post/3lzpckhidca2l,725,Safe,safe,15.8,2026-05-10T22:47:21.902Z,Text|Image,
Ines,at://did:plc:2i2ayysyi5ejqdzon2a6rais/app.bsky.feed.post/3lslbnolyw32g,726,Safe,safe,34.5,2026-05-10T22:47:56.250Z,Text|Video|Audio,
Ines,at://did:plc:t5ewt2kaw4blbl5yt227knri/app.bsky.feed.post/3lmwxn4bouk25,727,Safe,not that insulting,12.9,2026-05-10T22:48:09.023Z,Text,
Ines,at://did:plc:7yl2zonhq6orxym6c4oqmusx/app.bsky.feed.post/3m4aylm5jl223,728,Safe,safe,19,2026-05-10T22:48:28.157Z,Text,
Ines,at://did:plc:uh4errluyq5thgszrwwrtpuq/app.bsky.feed.post/3meojyznry22x,729,Safe,safe,35.7,2026-05-10T22:49:04.006Z,Text,
Ines,at://did:plc:wsvcvxmzyivdhj5kx45pn7ga/app.bsky.feed.post/3m5tjxaf24k2x,730,Safe,safe,12.6,2026-05-10T22:49:16.612Z,Text|Image,
Ines,at://did:plc:2gwudthc2eqtzgp6kubbdqrb/app.bsky.feed.post/3m6abggbrdc2k,731,Unsafe,sexual figurative,15.1,2026-05-10T22:49:31.783Z,Image,S3
Ines,at://did:plc:o7z7ckfrt5tm6kj6tb4vshvb/app.bsky.feed.post/3lmadluakec2q,732,Safe,safe,11.6,2026-05-10T22:49:43.462Z,Text,
Ines,at://did:plc:baiivtfmcv26bmwx2phtprq7/app.bsky.feed.post/3llvl3hjv2c2m,733,Safe,not a protected group and not a specfic person directly,35.4,2026-05-10T22:50:19.031Z,Text,
Ines,at://did:plc:dvgxbprzhp4ji5ogn6hl5pko/app.bsky.feed.post/3lw2ia3wa6s2l,734,Safe,safe,9.5,2026-05-10T22:50:27.960Z,Text|Image,
Ines,at://did:plc:univ47kzorwxjih3lqzrnwmv/app.bsky.feed.post/3maxdnpexy62f,735,Safe,safe,18.1,2026-05-10T22:50:46.167Z,Text|Image,
Ines,at://did:plc:p7yto6jfsg6n55zmmjunp3mm/app.bsky.feed.post/3luearqzln226,736,Unsafe,sexual figurative,25.6,2026-05-10T22:51:11.648Z,Image,S3
Ines,at://did:plc:qqxqxgdu5z3he2piqfbfaku4/app.bsky.feed.post/3lqpprv6cbz2x,737,Safe,safe,26.8,2026-05-10T22:51:38.800Z,Text|Image,
Ines,at://did:plc:r2dwwxwrwafoq5grw4dg6wg6/app.bsky.feed.post/3lqjmuisgmd2z,738,Safe,safe,22.9,2026-05-10T22:52:01.422Z,Text,
Ines,at://did:plc:u44azmulpfpj7bupyxq772xb/app.bsky.feed.post/3m2gqbwuejk2s,739,Unsafe,sexual  nudes,22.3,2026-05-10T22:52:24.352Z,Image,S2
Ines,at://did:plc:tcryudb4jsjdgh52cdc7ohbb/app.bsky.feed.post/3lnim3dmgsc26,740,Safe,safe,13.6,2026-05-10T22:52:37.467Z,Text,
Ines,at://did:plc:inz4fkbbp7ms3ixufw6xuvdi/app.bsky.feed.post/3lvqe3ubc3z2p,741,Safe,safe,13.9,2026-05-10T22:52:51.420Z,Text|Image,
Ines,at://did:plc:ln72v57ivz2g46uqf4xxqiuh/app.bsky.feed.post/3lemyu7wvv22g,742,Safe,safe,17.8,2026-05-10T22:53:09.114Z,Text|Image,
Ines,at://did:plc:univ47kzorwxjih3lqzrnwmv/app.bsky.feed.post/3mivlbtyzg22v,743,Safe,safe,12.8,2026-05-10T22:53:21.944Z,Text|Video|Audio,
Ines,at://did:plc:mgwrki6irihfcatu2v347soc/app.bsky.feed.post/3m5yg7yfvvi2v,744,Safe,safe,9.6,2026-05-10T22:53:32.232Z,Text|Image,
Ines,at://did:plc:ujstglmdsoymx3t2yffcvgtm/app.bsky.feed.post/3lw7z4mreys2x,745,Safe,safe,20.4,2026-05-10T22:53:51.972Z,Text,
Ines,at://did:plc:b74e3fdqe26mv2hizwmjs67l/app.bsky.feed.post/3ln4d3aemek2a,746,Unsafe,nude drawings,56.4,2026-05-10T22:54:48.123Z,Image,S3
Ines,at://did:plc:24yrwi2e3mojpvfjzjqke44w/app.bsky.feed.post/3lq7xdbdfec2t,747,Unsafe,retard,22,2026-05-10T22:55:10.605Z,Text,S8
Ines,at://did:plc:sj46s4ufqfmqeq34ewaam6n4/app.bsky.feed.post/3mhw3zvgtmu26,748,Safe,safe,12.9,2026-05-10T22:55:22.950Z,Text|Image,
Ines,at://did:plc:bqvc472qithrzzddqgzoiluc/app.bsky.feed.post/3m7vhzl24o22t,749,Safe,safe,10.6,2026-05-10T22:55:34.146Z,Text,
Ines,at://did:plc:nm6jyix6yzzqvinlampj22oi/app.bsky.feed.post/3lld7vnnqvk2y,750,Unsafe,sexual nudes,15.5,2026-05-10T22:55:49.006Z,Image,S2
adash,at://did:plc:6buahsyr35q7sfnzxc3wnoic/app.bsky.feed.post/3lneblpd4o22t,10751,Safe,Nothing that violates the guidelines.,17.7,2026-05-11T06:21:25.684Z,Text|Image,
adash,at://did:plc:i2aybqw4upoodz6szxvgczty/app.bsky.feed.post/3lof4tnayxk2l,10752,Safe,NA.,15.9,2026-05-11T06:21:43.044Z,Text,
adash,at://did:plc:3xepiia4o2vi72cspauocraa/app.bsky.feed.post/3luo6k2ehjk27,10753,Safe,Political opinion.,19.5,2026-05-11T06:22:02.810Z,Text,
adash,at://did:plc:bxovic5dcxswsmrnc6c7b2sf/app.bsky.feed.post/3lltijbb6e22v,10754,Safe,"Rotten -- but isolated, it does not violate any policy.",28.9,2026-05-11T06:22:31.624Z,Text,
adash,at://did:plc:3wrwsfx36gsayyqqsvuktnre/app.bsky.feed.post/3lx3zfdji2s2e,10755,Safe,NA.,23.2,2026-05-11T06:22:54.365Z,Text,
adash,at://did:plc:j33vylif3e5fyfmcosqn7qji/app.bsky.feed.post/3lmzooy6f5s2b,10756,Safe,NA.,30.1,2026-05-11T06:23:23.630Z,Text|Image,
adash,at://did:plc:tafm4ebxt6efh7rnafqqz2ha/app.bsky.feed.post/3lzpjf37asc2z,10757,Safe,NA.,13.9,2026-05-11T06:23:39.099Z,Text|Image,
adash,at://did:plc:kf6pjnmxz7heacbwfkc2jquh/app.bsky.feed.post/3lvgmzo45i52i,10758,Safe,NA.,16.6,2026-05-11T06:23:55.642Z,Text,
adash,at://did:plc:strwonnv3uitfxczfkznwwq5/app.bsky.feed.post/3lmn62klx2c24,10759,Safe,NA.,19.3,2026-05-11T06:24:14.664Z,Text,
adash,at://did:plc:wikxtux34o372gij7yaz2oro/app.bsky.feed.post/3loreojdgkk2l,10760,Safe,NA.,15.6,2026-05-11T06:24:30.470Z,Text|Image,
adash,at://did:plc:5kpp2cesd242ejzztwwdvqym/app.bsky.feed.post/3m2573cwcgy2g,10761,Safe,NA.,23.6,2026-05-11T06:24:54.472Z,Text,
adash,at://did:plc:flp4hg5nqccasorglf5cwzgr/app.bsky.feed.post/3ly3zmqenic2x,10762,Safe,NA.,16.2,2026-05-11T06:25:09.198Z,Text,
adash,at://did:plc:gs3xohjsxze4dwhjbzp76lyy/app.bsky.feed.post/3m5khqqrrxo2y,10763,Safe,NA.,12.9,2026-05-11T06:25:22.045Z,Text,
adash,at://did:plc:v633gixhipxvhgyhruff6prx/app.bsky.feed.post/3lwzy2cvips27,10764,Safe,NA.,15.4,2026-05-11T06:25:39.740Z,Text,
adash,at://did:plc:tm27degtfdoorajvzqdhkzfc/app.bsky.feed.post/3lw2zgrv5qk25,10765,Safe,NA.,19.3,2026-05-11T06:25:57.003Z,Text,
adash,at://did:plc:4bhp4fgpif7i6uj3wlxiesls/app.bsky.feed.post/3mba675p6f22g,10766,Safe,NA.,24.9,2026-05-11T06:26:22.440Z,Text,
adash,at://did:plc:b4carddwwm4775hkiyt7t5vf/app.bsky.feed.post/3lqduk7bkvc2r,10767,Safe,NA.,34.9,2026-05-11T06:26:55.999Z,Text,
adash,at://did:plc:qefjqn4yzyyv2rpxnwxlxd4l/app.bsky.feed.post/3m65tm7nnvs2t,10768,Safe,NA.,47.7,2026-05-11T06:27:43.948Z,Text,
adash,at://did:plc:yqq6z5qtuaqsh5op3p5aefph/app.bsky.feed.post/3lz2cyvizm225,10769,Safe,NA.,34.1,2026-05-11T06:28:18.377Z,Text,
adash,at://did:plc:ea6gyyj73fseoudsci7gvt23/app.bsky.feed.post/3lmunrhitcc2u,10770,Safe,NA.,74.1,2026-05-11T06:29:31.357Z,Text,
adash,at://did:plc:vfxjkrlcy7nkinzupao5eszb/app.bsky.feed.post/3m7moiaowvk2y,10771,Safe,NA.,23,2026-05-11T06:29:57.005Z,Text,
